id,aldi_score,Algeria,Bahrain,Egypt,Iraq,Jordan,Kuwait,Lebanon,Libya,Morocco,Oman,Palestine,Qatar,Saudi_Arabia,Sudan,Syria,Tunisia,UAE,Yemen,train_id,nadi_source
20,0.8806644082069397,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRAIN_23,NADI2020
21,0.5588457584381104,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,TRAIN_24,NADI2020
22,0.8094010353088379,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRAIN_25,NADI2020
23,0.0679031908512115,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_27,NADI2020
24,0.9148006439208984,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TRAIN_28,NADI2020
25,0.982365071773529,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_29,NADI2020
26,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_30,NADI2020
27,0.3050166368484497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TRAIN_31,NADI2020
28,0.8711650967597961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_32,NADI2020
29,0.4082058072090149,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,TRAIN_33,NADI2020
30,0.7895070314407349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_34,NADI2020
31,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_35,NADI2020
32,0.0680354759097099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_36,NADI2020
33,0.7876718640327454,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,TRAIN_37,NADI2020
34,0.0068554794415831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_38,NADI2020
35,0.7508959174156189,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,TRAIN_40,NADI2020
36,0.0101530980318784,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_41,NADI2020
37,0.0885840654373169,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,TRAIN_43,NADI2020
38,0.8923579454421997,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TRAIN_44,NADI2020
39,0.2899278998374939,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,TRAIN_45,NADI2020
40,0.0089391851797699,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_46,NADI2020
41,0.1665851473808288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_47,NADI2020
42,0.8378535509109497,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_48,NADI2020
43,0.1618480086326599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_49,NADI2020
44,0.9716686606407166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_50,NADI2020
45,0.7779833078384399,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_51,NADI2020
46,0.3738934397697449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRAIN_52,NADI2020
47,0.6030049920082092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_53,NADI2020
48,0.0364697463810443,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,TRAIN_54,NADI2020
49,0.0013690284686163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_55,NADI2020
50,0.3170388340950012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAIN_56,NADI2020
51,0.9751676917076112,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_57,NADI2020
52,0.914717972278595,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRAIN_58,NADI2020
53,0.0465433038771152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_59,NADI2020
54,0.944509506225586,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRAIN_60,NADI2020
55,0.0812723711133003,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,TRAIN_61,NADI2020
56,0.8929103016853333,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TRAIN_62,NADI2020
57,0.8445222973823547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,TRAIN_63,NADI2020
58,0.2844515740871429,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,TRAIN_64,NADI2020
59,0.0312517583370208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_65,NADI2020
60,0.9573915004730223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_66,NADI2020
61,0.0063168425112962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_67,NADI2020
62,0.8918240070343018,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,TRAIN_68,NADI2020
63,0.8764843344688416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_69,NADI2020
64,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_70,NADI2020
65,0.0122709833085536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_71,NADI2020
66,0.4897682666778564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_72,NADI2020
67,0.91266530752182,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_73,NADI2020
68,0.2320980578660965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_74,NADI2020
69,0.2790710628032684,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_75,NADI2020
70,0.2528341114521026,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_76,NADI2020
71,0.6436664462089539,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_77,NADI2020
72,0.0496755130589008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_78,NADI2020
73,0.116519421339035,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_79,NADI2020
74,0.3960306942462921,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAIN_80,NADI2020
75,0.3020426332950592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_81,NADI2020
76,0.0009117015870288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_82,NADI2020
77,0.8933824896812439,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRAIN_83,NADI2020
78,0.3365854322910309,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,TRAIN_84,NADI2020
79,0.4368513524532318,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_85,NADI2020
80,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_86,NADI2020
81,0.9207117557525636,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_87,NADI2020
82,0.5864094495773315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_88,NADI2020
83,0.0240783616900444,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_89,NADI2020
84,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_90,NADI2020
85,0.9413028955459596,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,TRAIN_91,NADI2020
86,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_93,NADI2020
87,0.8569691777229309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRAIN_94,NADI2020
88,0.99315744638443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRAIN_95,NADI2020
89,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_96,NADI2020
90,0.4700391590595245,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_97,NADI2020
91,0.0002121116267517,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_98,NADI2020
92,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_99,NADI2020
93,0.979447305202484,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TRAIN_100,NADI2020
94,0.0265781879425048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_101,NADI2020
95,0.7046332359313965,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_102,NADI2020
96,0.8905487656593323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,TRAIN_103,NADI2020
97,0.1477001160383224,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_104,NADI2020
98,0.8372730612754822,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TRAIN_105,NADI2020
99,0.8475168347358704,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,TRAIN_106,NADI2020
100,0.0074896775186061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_107,NADI2020
100,0.0074896775186061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_107,NADI2020
101,0.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,TRAIN_108,NADI2020
102,0.5538987517356873,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,TRAIN_109,NADI2020
103,0.2878137230873108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_110,NADI2020
104,0.8308609127998352,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,TRAIN_111,NADI2020
105,0.9500712156295776,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,TRAIN_112,NADI2020
106,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_113,NADI2020
107,0.004292688332498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_114,NADI2020
108,0.0754821449518203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_115,NADI2020
109,0.956704556941986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_116,NADI2020
110,0.802695095539093,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_117,NADI2020
111,0.0313696265220642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_118,NADI2020
112,0.2412618696689605,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_119,NADI2020
113,0.001035722089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_120,NADI2020
114,0.0105171762406826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_121,NADI2020
115,0.8401795029640198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRAIN_122,NADI2020
116,0.9769850969314576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_123,NADI2020
117,0.9916983246803284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TRAIN_124,NADI2020
118,0.887317955493927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_125,NADI2020
119,0.5196933150291443,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_126,NADI2020
120,0.4300881624221802,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAIN_127,NADI2020
121,0.8835171461105347,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,TRAIN_128,NADI2020
122,0.7419756650924683,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,TRAIN_129,NADI2020
123,0.6426730751991272,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_130,NADI2020
124,0.191031277179718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_131,NADI2020
125,0.8879910707473755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_132,NADI2020
126,0.8573415279388428,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_133,NADI2020
127,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_134,NADI2020
128,0.966943383216858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_135,NADI2020
129,0.9312949776649476,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_136,NADI2020
130,0.0071526104584336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_138,NADI2020
131,0.0010948508279398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_139,NADI2020
132,0.0004054411547258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_140,NADI2020
133,0.8923352360725403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRAIN_141,NADI2020
134,0.9357537031173706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_142,NADI2020
135,0.0176229886710643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_143,NADI2020
136,0.924932897090912,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,TRAIN_144,NADI2020
137,0.8960410356521606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_145,NADI2020
138,0.527551531791687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_146,NADI2020
139,0.2107859849929809,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_147,NADI2020
140,0.9478387236595154,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_148,NADI2020
141,0.6097392439842224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRAIN_149,NADI2020
142,0.1585806459188461,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_150,NADI2020
143,0.0821105539798736,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,TRAIN_151,NADI2020
144,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_152,NADI2020
145,0.5958630442619324,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_153,NADI2020
146,0.91568785905838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_154,NADI2020
147,0.0665075033903122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_155,NADI2020
148,0.7353742718696594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_156,NADI2020
149,0.4766691327095032,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,TRAIN_157,NADI2020
150,0.0519243739545345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_158,NADI2020
151,0.9574925303459167,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_159,NADI2020
152,0.994264543056488,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_160,NADI2020
153,0.9163753986358644,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,TRAIN_161,NADI2020
154,0.891340434551239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_162,NADI2020
155,0.6930640339851379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_163,NADI2020
156,0.977472960948944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_164,NADI2020
157,0.8118621110916138,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,TRAIN_165,NADI2020
158,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_166,NADI2020
159,0.7177348732948303,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_167,NADI2020
160,0.9483206868171692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_168,NADI2020
161,0.4545910954475403,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_169,NADI2020
162,0.8620779514312744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_170,NADI2020
163,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_171,NADI2020
164,0.4890883862972259,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,TRAIN_172,NADI2020
165,0.6606392860412598,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_173,NADI2020
166,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_174,NADI2020
167,0.7768858075141907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,TRAIN_175,NADI2020
168,0.400048553943634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_176,NADI2020
169,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_177,NADI2020
170,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_178,NADI2020
171,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_179,NADI2020
172,0.0507360510528087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_180,NADI2020
173,0.1687104254961013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_181,NADI2020
174,0.5182490944862366,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,TRAIN_182,NADI2020
175,0.920879065990448,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,TRAIN_183,NADI2020
176,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_184,NADI2020
177,0.3434377908706665,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_185,NADI2020
178,0.9077238440513612,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,TRAIN_186,NADI2020
179,0.5948130488395691,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_187,NADI2020
180,0.8439256548881531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_188,NADI2020
181,0.9468203186988832,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRAIN_189,NADI2020
182,0.1167998909950256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRAIN_190,NADI2020
183,0.1956440806388855,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,TRAIN_191,NADI2020
184,0.6551825404167175,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_192,NADI2020
185,0.2036685645580291,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,TRAIN_193,NADI2020
186,0.8063187003135681,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,TRAIN_194,NADI2020
187,0.788368821144104,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRAIN_195,NADI2020
188,0.8726587891578674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRAIN_196,NADI2020
189,0.910251259803772,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRAIN_198,NADI2020
190,0.3808181881904602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_199,NADI2020
191,0.9433951377868652,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,TRAIN_200,NADI2020
192,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_201,NADI2020
193,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_202,NADI2020
194,0.2590773403644562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_203,NADI2020
195,0.856257975101471,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TRAIN_204,NADI2020
196,0.0503443740308284,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,TRAIN_205,NADI2020
197,0.7023583650588989,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,TRAIN_206,NADI2020
198,0.0176955126225948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_207,NADI2020
199,0.0461361445486545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_208,NADI2020
200,0.4135213792324066,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,TRAIN_209,NADI2020
201,0.9124149680137634,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,TRAIN_210,NADI2020
202,0.343906044960022,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_211,NADI2020
203,0.4348057806491852,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,TRAIN_212,NADI2020
204,0.8717246651649475,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,TRAIN_213,NADI2020
205,0.0250231623649597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_214,NADI2020
206,0.2042440623044967,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_215,NADI2020
207,0.0973905026912689,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,TRAIN_216,NADI2020
208,0.6474823951721191,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,TRAIN_217,NADI2020
209,0.7714458703994751,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRAIN_218,NADI2020
210,0.2125672996044159,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,TRAIN_219,NADI2020
211,0.4921393096446991,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,TRAIN_220,NADI2020
212,0.4700073599815368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAIN_221,NADI2020
213,0.9247846007347108,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,TRAIN_222,NADI2020
214,0.0012476454721763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_223,NADI2020
215,0.6683954000473022,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,TRAIN_224,NADI2020
216,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_225,NADI2020
217,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_226,NADI2020
218,0.0916983634233474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_227,NADI2020
219,0.7090400457382202,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,TRAIN_228,NADI2020
220,0.176194280385971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_229,NADI2020
221,0.0089890165254473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_230,NADI2020
222,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_231,NADI2020
223,0.0971801653504371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_232,NADI2020
224,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_233,NADI2020
225,0.0136142587289214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRAIN_234,NADI2020
226,0.911888599395752,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,TRAIN_235,NADI2020
